text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: All of the dimensions must be specified.",1,Negative,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What stages in the software life cycle are influenced by the testing stage?
A: #NAME?",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: What is the inorder traversal of a binary tree?
A: printing a tree in order from least to greatest. This done by going as far left down the tree as possible and printing the parent and then right tree. Then move up the tree.",1,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: insertion sort is were after k iterations the first k items in the array are sorted it take the k+1 item and inserts it into the correct position in the already sorted k elements.",1,Positive,Positive,Positive,unknown,Positive,Positive,Positive,Positive
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: the number of times a specific segments get called per unit work.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is a pointer?
A: Pointers are variables that contain as their values memory addresses of other variables.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between a circular linked list and a basic linked list?
A: The difference between a circular linked list and a basic linked list is that a circular linked list, the last node references the first node. Every node in a circular linked list has a successor and no node in a circular linked list contains NULL.",1,Positive,Positive,Positive,unknown,Positive,Positive,unknown,Positive
"Q: How can you implement a stack with an array?
A: Declare a variable that points the last item in the array, which increases (++) when items are pushed onto the stack, and decreases (--) when an item is popped off the top.",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a queue?
A: A Queue is a ""first in first out"" data structure, such that the first element added is also the first removed.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How can you implement a stack with an array?
A: Create a int value that stores the ""head"" of the stack. Increment the top when one element is pushed and decrement after it is popped.",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the height of a tree?
A: the number of distinct levels of separation",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What is the difference between a data member and a local variable inside a member function?
A: data members are permanent attributes of the class, local variables inside a member function are lost when the scope of the member function ends.",1,unknown,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How does the compiler handle inline functions?
A: When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: How can you implement a stack with a list?
A: create a node based list that points to the next list item down.",0,unknown,Negative,unknown,Negative,unknown,Negative,Negative,Positive
"Q: What is a linked list?
A: A linked list is a list in which each item in the list points to the next item in the list.",1,Positive,Negative,Positive,Positive,Positive,unknown,Negative,Positive
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: A base case that is the simplest case for a problem so that the function will lead to it, if this does not happen then it will end up as an infinite loop. And a condition to know when to terminate.",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,unknown
"Q: What are the main advantages associated with object-oriented programming?
A: existing classes can be reused program maintenance and verification are easier",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What are the main operations associated with a stack?
A: push and pop. push puts objects into the stack and pop takes them out following the first in last out rule.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: How can an array be addressed in pointer/offset notation?
A: you can have a pointer to the front of the array and add to the memory location (or offset from the initial value).",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: In a doubly linked list, there are more pointers to set and the mechanics of inserting and deleting are more difficult. Also, the special cases at the beginning or end of the list are more complicated.",1,unknown,Negative,Positive,Positive,unknown,unknown,unknown,Positive
"Q: What is a pointer?
A: A variable that contains the memory address of another variable that contains a specific value.",1,Positive,Positive,Positive,unknown,Positive,unknown,Negative,unknown
"Q: What is the base case for a recursive implementation of merge sort?
A: n * log( n )",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: How many constructors can be created for a class?
A: In C++, the constructor can be overloaded in that there can be more than one constructor for a class, each having different parameters.",1,unknown,Negative,Positive,unknown,Positive,unknown,unknown,Positive
"Q: What are the similarities between iteration and recursion?
A: As discussed earlier, recursion may be used to process iterative actions. Recursion is used for calculations where the answer can be described in a function that relates to itself.",0,Negative,Negative,unknown,Negative,Negative,Negative,Negative,unknown
